DIA;HUMR;TEMP;PRES_ATM
188;26.0;83.75;98.78
189;25.81;84.31;99.06
190;25.39;84.31;99.03
191;25.39;86.0;98.81
192;25.95;84.62;98.63
193;25.69;82.19;98.82
194;25.27;86.12;98.84
195;25.47;83.44;98.69
196;25.66;84.12;98.56
197;26.74;78.75;98.62
198;25.51;77.56;98.92
199;21.9;77.19;99.25
200;24.32;79.94;99.17
201;24.36;75.06;98.98
202;25.05;74.75;98.77
203;25.85;75.75;98.68
204;26.34;74.38;98.67
205;25.66;85.19;98.72
206;25.0;92.0;98.86
207;25.91;84.44;98.95
208;25.8;84.12;98.92
209;25.56;83.38;98.81
210;25.65;81.88;98.95
211;23.98;72.19;98.95
212;25.3;78.56;98.75
213;26.13;77.25;98.73
214;26.7;75.88;98.64
215;26.55;76.31;98.66
216;26.04;83.38;98.66
217;24.06;96.56;98.75
218;24.17;93.5;98.84
219;24.62;91.88;98.77
220;25.71;87.62;98.78
221;24.75;86.31;99.18
222;19.69;71.56;99.66
223;19.19;75.12;99.28
224;21.9;79.88;99.1
225;24.83;82.69;98.95
226;25.91;81.94;98.83
227;26.31;76.81;98.62
228;27.33;71.31;98.5
229;27.43;66.19;98.41
230;26.5;72.56;98.75
231;19.25;49.94;99.75
232;18.28;50.44;99.59
233;20.23;48.69;99.42
234;20.76;59.0;99.21
235;23.28;62.69;99.03
236;24.98;63.25;99.01
237;25.98;63.75;98.92
238;27.01;62.31;98.83
239;27.83;65.62;98.66
240;27.18;71.44;98.93
241;24.68;54.06;99.31
242;23.69;54.62;99.18
243;25.91;57.94;98.85
244;27.8;56.31;98.5
245;28.73;58.56;98.65
246;26.47;50.69;99.04
247;25.26;52.62;99.08
248;25.95;50.94;99.12
249;25.44;53.88;99.11
250;27.55;48.25;98.68
251;28.65;54.56;98.43
252;29.64;59.25;98.58
253;29.5;64.44;98.85
254;27.67;68.31;98.83
255;29.14;62.62;98.48
256;28.63;71.75;98.45
257;26.51;87.5;98.68
258;20.37;76.5;99.41
259;23.03;73.38;99.07
260;26.52;67.75;98.69
261;27.92;67.12;98.46
262;28.72;68.5;98.45
263;29.87;66.06;98.4
264;30.39;61.19;98.33
265;30.87;59.38;98.46
266;25.16;61.56;98.98
267;26.33;60.25;98.76
268;28.87;59.88;98.48
269;30.38;55.19;98.44
270;31.1;51.25;98.44
271;30.15;61.19;98.37
272;21.2;92.38;98.89
273;21.89;84.44;99.07
274;25.03;77.5;99.07
275;26.67;74.38;98.96
276;28.31;68.69;98.74
277;27.69;73.88;98.54
278;27.98;76.75;98.38
279;27.69;79.94;98.48
280;25.55;89.19;98.72
281;25.58;82.5;98.63
282;27.38;75.94;98.57
283;26.62;81.31;98.72
284;26.81;84.0;98.69
285;26.14;90.0;98.57
286;25.51;91.81;98.56
287;24.27;92.81;98.98
288;24.6;88.44;98.99
289;26.59;84.0;98.74
290;25.76;85.88;98.64
291;26.08;87.62;98.71
292;26.35;86.5;98.72
293;26.67;87.38;98.5
294;25.82;94.5;98.46
295;23.2;94.94;98.74
296;24.69;87.69;98.85
297;26.05;85.06;98.69
298;26.49;87.56;98.56
299;26.94;88.0;98.34
300;26.45;91.81;98.38
301;25.91;90.12;98.43
302;26.38;86.12;98.45
303;27.16;80.38;98.21
304;25.81;83.44;98.58
305;17.94;62.94;99.71
306;19.65;58.94;99.68
307;20.49;61.12;99.38
308;21.26;63.62;99.12
309;22.63;65.88;98.92
310;24.5;70.0;98.88
311;26.29;68.5;98.8
312;27.56;68.62;98.69
313;28.7;68.69;98.51
314;27.81;75.12;98.54
315;27.54;75.06;98.51
316;27.8;76.0;98.36
317;26.01;88.19;98.33
318;27.72;83.19;98.46
319;25.36;96.31;98.78
320;26.1;88.62;98.87
321;26.83;90.25;98.65
322;27.28;86.81;98.54
323;27.53;84.12;98.43
324;27.0;88.12;98.25
325;26.37;95.88;98.24
326;25.32;97.56;98.61
327;24.96;92.31;98.71
328;25.51;90.94;98.63
329;26.71;87.44;98.67
330;26.87;87.31;98.7
331;26.69;87.12;98.65
332;27.19;84.19;98.3
333;27.15;84.06;98.09
334;26.48;85.12;98.0
335;25.98;93.62;98.02
336;24.88;96.94;98.4
337;24.67;85.06;98.55
338;25.99;86.81;98.34
339;25.98;90.44;98.37
340;25.4;89.56;98.56
341;25.68;86.75;98.63
342;25.54;91.94;98.5
343;25.93;89.19;98.47
344;26.44;88.19;98.5
345;24.93;94.56;98.64
346;24.48;93.81;98.66
347;25.9;88.31;98.61
348;26.18;87.94;98.54
349;25.34;96.19;98.5
350;24.75;96.31;98.52
351;25.4;90.5;98.29
352;26.12;88.25;98.31
353;25.12;96.12;98.6
354;24.24;96.88;98.74
355;25.51;90.94;98.64
356;25.55;91.38;98.58
357;26.07;89.94;98.44
358;26.08;92.06;98.24
359;25.05;94.69;98.45
360;24.62;92.62;98.72
361;26.25;87.56;98.58
362;26.63;88.69;98.56
363;25.34;94.62;98.67
364;24.98;96.25;98.74
365;25.01;91.88;98.67
