DIA;HUMR;TEMP;PRES_ATM
313;25.29;38.75;88.18
314;27.75;38.69;87.91
315;28.33;43.19;87.92
316;28.24;49.38;87.52
317;27.68;38.69;87.77
318;23.27;45.94;88.59
319;24.69;40.94;88.79
320;26.09;42.69;88.76
321;27.42;32.5;88.49
322;28.43;29.56;88.23
323;29.36;31.88;87.88
324;28.23;42.62;87.74
325;24.63;56.94;88.3
326;22.3;49.06;88.72
327;25.01;38.69;88.62
328;27.2;28.62;88.58
329;25.74;25.19;88.74
330;26.16;24.94;88.73
331;27.03;24.12;88.59
332;28.11;25.88;88.19
333;28.62;32.88;87.84
334;24.06;62.62;87.83
335;19.42;83.75;88.13
336;19.87;72.5;88.55
337;23.5;55.5;88.38
338;25.69;49.31;88.28
339;27.1;42.81;88.32
340;26.47;50.5;88.34
341;26.67;54.62;88.25
342;28.92;51.38;87.87
343;29.45;52.06;87.86
344;28.88;58.5;87.88
345;22.43;88.44;88.27
346;25.67;66.06;88.01
347;24.59;70.44;88.29
348;25.52;66.44;88.28
349;25.36;68.38;88.24
350;21.46;65.56;88.47
351;23.53;61.38;87.92
352;20.99;74.88;88.25
353;22.64;63.5;88.52
354;24.31;57.31;88.43
355;25.27;56.06;88.36
356;26.0;56.38;88.26
357;26.58;57.25;87.99
358;23.22;69.5;88.12
359;21.45;66.25;88.58
360;22.32;69.12;88.49
361;25.23;62.06;88.27
362;21.72;70.12;88.52
363;21.23;62.75;88.75
364;24.78;54.62;88.41
365;25.96;58.19;88.29
